code,name,site_url
DTP,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,http://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai-DTP.html
DTQ,Khoa Quốc Tế - Đại Học Thái Nguyên,http://diemthi.tuyensinh247.com/diem-chuan/khoa-quoc-te-dai-hoc-thai-nguyen-DTQ.html
DTS,Đại Học Sư Phạm – Đại Học Thái Nguyên,http://diemthi.tuyensinh247.com/diem-chuan/daihoc-su-pham-dai-hoc-thai-nguyen-DTS.html
DTT,Đại Học Tôn Đức Thắng,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ton-duc-thang-DTT.html
DTY,Đại Học Y Dược – Đại Học Thái Nguyên,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-dai-hoc-thai-nguyen-DTY.html
DTZ,Đại Học Khoa Học – Đại Học Thái Nguyên,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-dai-hoc-thai-nguyen-DTZ.html
DVD,"Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa-DVD.html
DVH,Đại Học Văn Hiến,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hien-DVH.html
DVL,Đại Học Dân Lập Văn Lang,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dan-lap-van-lang-DVL.html
DVT,Đại Học Trà Vinh,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tra-vinh-DVT.html
DVX,Đại Học Công Nghệ Vạn Xuân,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-van-xuan-DVX.html
DYH,Học Viện Quân Y - Hệ Dân sự,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-quan-y-he-dan-su-DYH.html
EIU,Đại Học Quốc Tế Miền Đông,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-mien-dong-EIU.html
FBU,Đại Học Tài Chính Ngân Hàng Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tai-chinh-ngan-hang-ha-noi-FBU.html
GHA,Đại Học Giao Thông Vận Tải ( Cơ sở Phía Bắc ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-bac-GHA.html
GSA,Đại Học Giao Thông Vận Tải ( Cơ sở Phía Nam),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-nam-GSA.html
GTA,Đại học Công nghệ Giao thông vận tải,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-giao-thong-van-tai-GTA.html
GTS,Đại Học Giao Thông Vận Tải TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-tphcm-GTS.html
HBT,Học Viện Báo Chí – Tuyên Truyền,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-bao-chi-tuyen-truyen-HBT.html
HBU,Đại Học Quốc Tế Hồng Bàng,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-hong-bang-HBU.html
HCA,Học Viện Chính Trị Công An Nhân Dân,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-chinh-tri-cong-an-nhan-dan-HCA.html
HCB,Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-bac-HCB.html
HCH,Học Viện Hành Chính Quốc Gia ( phía Bắc ),http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hanh-chinh-quoc-gia-phia-bac-HCH.html
HCN,Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Nam ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-nam-HCN.html
HCP,Học Viên Chính Sách và Phát Triển,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-chinh-sach-va-phat-trien-HCP.html
HCS,Học Viện Hành Chính Quốc Gia (phía Nam),http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hanh-chinh-quoc-gia-phia-nam-HCS.html
HDT,Đại Học Hồng Đức,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hong-duc-HDT.html
HEH,Học Viện Hậu Cần - Hệ Quân sự,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hau-can-he-quan-su-HEH.html
HFH,Học Viện Hậu Cần - Hệ Dân sự,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hau-can-he-dan-su-HFH.html
HGH,Trường Sĩ Quan Phòng Hóa,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-phong-hoa-HGH.html
HHA,Đại Học Hàng Hải,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hang-hai-HHA.html
HHK,Học Viện Hàng Không Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hang-khong-viet-nam-HHK.html
HHT,Đại Học Hà Tĩnh,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-tinh-HHT.html
HLU,Đại Học Hạ Long,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-long-HLU.html
HNM,Đại học Thủ Đô Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thu-do-ha-noi-HNM.html
HPN,Học Viện Phụ Nữ Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-phu-nu-viet-nam-HPN.html
HQH,Học Viện Hải Quân,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hai-quan-HQH.html
HQT,Học Viện Ngoại Giao,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngoai-giao-HQT.html
HTA,Học viện Tòa án,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-toa-an-HTA.html
HTC,Học Viện Tài Chính,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-tai-chinh-HTC.html
HTN,Học Viện Thanh Thiếu Niên Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-thanh-thieu-nien-viet-nam-HTN.html
HUI,Đại Học Công Nghiệp TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-tphcm-HUI.html
HVC,Học viện cán bộ TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-can-bo-tphcm-HVC.html
HVN,Học Viện Nông Nghiệp Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-nong-nghiep-viet-nam-HVN.html
HVQ,Học Viện Quản Lý Giáo Dục,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-quan-ly-giao-duc-HVQ.html
HYD,Học Viện Y Dược Học Cổ Truyền Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-y-duoc-hoc-co-truyen-viet-nam-HYD.html
KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-cong-nghe-can-tho-KCC.html
KGH,Trường Sĩ Quan Không Quân - Hệ Đại học,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-khong-quan-he-dai-hoc-KGH.html
KHA,Đại Học Kinh Tế Quốc Dân,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-quoc-dan-KHA.html
KMA,Học Viện Kỹ Thuật Mật Mã,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ky-thuat-mat-ma-KMA.html
KQH,Học Viện Kĩ Thuật Quân Sự - Hệ Quân sự,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ki-thuat-quan-su-he-quan-su-KQH.html
KSA,Đại Học Kinh Tế TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tphcm-KSA.html
KTA,Đại Học Kiến Trúc Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-truc-ha-noi-KTA.html
KTC,Đại Học Kinh Tế -Tài Chính TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tai-chinh-tphcm-KTC.html
KTD,Đại Học Kiến Trúc Đà Nẵng,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-truc-da-nang-KTD.html
KTS,Đại Học Kiến Trúc TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-truc-tphcm-KTS.html
LAH,Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-luc-quan-1-dai-hoc-tran-quoc-tuan-LAH.html
LBH,Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-luc-quan-2-dai-hoc-nguyen-hue-LBH.html
LBS,Đại học Nguyễn Huệ,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-hue-LBS.html
LCH,Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-chinh-tri-dai-hoc-chinh-tri-LCH.html
LCS,Trường Sĩ quan Chính trị (hệ dân sự),http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-chinh-tri-he-dan-su-LCS.html
LDA,Đại Học Công Đoàn,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-doan-LDA.html
LNH,Đại Học Lâm Nghiệp ( Cơ sở 1 ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-lam-nghiep-co-so-1-LNH.html
LNS,Đại Học Lâm Nghiệp ( Cơ sở 2 ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-lam-nghiep-co-so-2-LNS.html
LPH,Đại Học Luật Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-luat-ha-noi-LPH.html
LPS,Đại Học Luật TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-luat-tphcm-LPS.html
MBS,Đại Học Mở TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-mo-tphcm-MBS.html
MCA,Đại Học Mỹ Thuật Công Nghiệp Á Châu,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-my-thuat-cong-nghiep-a-chau-MCA.html
MDA,Đại Học Mỏ Địa Chất,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-mo-dia-chat-MDA.html
MHN,Viện Đại Học Mở Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/vien-dai-hoc-mo-ha-noi-MHN.html
MTC,Đại Học Mỹ Thuật Công Nghiệp,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-my-thuat-cong-nghiep-MTC.html
MTU,Đại Học Xây Dựng Miền Tây,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-xay-dung-mien-tay-MTU.html
NHB,Học Viện Ngân Hàng Phân Viện Bắc Ninh,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-phan-vien-bac-ninh-NHB.html
NHF,Đại Học Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-noi-NHF.html
NHH,Học Viện Ngân Hàng,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-NHH.html
NHP,Học Viên Ngân Hàng ( Phân Viện Phú Yên ),http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-phan-vien-phu-yen-NHP.html
NHS,Đại Học Ngân Hàng TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngan-hang-tphcm-NHS.html
NLG,Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai,http://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-gia-lai-NLG.html
NLN,Phân hiệu Đại học Nông Lâm TP. HCM tại Ninh Thuận,http://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tp-hcm-tai-ninh-thuan-NLN.html
NLS,Đại Học Nông Lâm TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-tphcm-NLS.html
NQH,Học Viện Khoa Học Quân Sự - Hệ Quân sự,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-khoa-hoc-quan-su-he-quan-su-NQH.html
NTH,Đại Học Ngoại Thương ( Cơ sở phía Bắc ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-thuong-co-so-phia-bac-NTH.html
NTS,Đại Học Ngoại Thương (phía Nam),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-thuong-phia-nam-NTS.html
NTT,Đại Học Nguyễn Tất Thành,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-tat-thanh-NTT.html
NTU,Đại Học Nguyễn Trãi,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-trai-NTU.html
NVS,Nhạc Viện TPHCM,http://diemthi.tuyensinh247.com/diem-chuan/nhac-vien-tphcm-NVS.html
PBH,Trường Sĩ Quan Pháo Binh,http://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-phao-binh-PBH.html
PCH,Đại Học Phòng Cháy Chữa Cháy ( Phía Bắc ),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-bac-PCH.html
PCS,Đại Học Phòng Cháy Chữa Cháy (phía Nam),http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-nam-PCS.html
PKH,Học Viện Phòng Không – Không Quân,http://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-phong-khong-khong-quan-PKH.html
PVU,Đại Học Dầu Khí Việt Nam,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dau-khi-viet-nam-PVU.html
QHE,Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-dai-hoc-quoc-gia-ha-noi-QHE.html
QHF,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-ngu-dai-hoc-quoc-gia-ha-noi-QHF.html
QHI,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dai-hoc-quoc-gia-ha-noi-QHI.html
QHL,Khoa Luật – Đại Học Quốc Gia Hà Nội,http://diemthi.tuyensinh247.com/diem-chuan/khoa-luat-dai-hoc-quoc-gia-ha-noi-QHL.html
